client_name,report_uuid,registrant_name,filing_year,amount,bill_id,bill_chamber,bill_type,bill_number,congress_number,introduced_date
EXXON MOBIL CORPORATION,86cb5d91-625d-4bc2-b4e8-dc5153da202c,EXXON MOBIL CORP,2020,2670000.00,s482-116,Senate,s,482,116,2019-02-13
BP AMERICA,b51b5105-6753-4025-b22a-4643f2b94226,"BP AMERICA, INC",2019,1230000.00,s482-116,Senate,s,482,116,2019-02-13
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,s482-116,Senate,s,482,116,2019-02-13
BP AMERICA,c80958b8-cfb7-4c7c-abbd-d3ff0c022daf,"BP AMERICA, INC",2019,1470000.00,s482-116,Senate,s,482,116,2019-02-13
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s482-116,Senate,s,482,116,2019-02-13
BP AMERICA,f507946c-c953-4afd-92e3-40468e9fd6b9,"BP AMERICA, INC",2019,1260000.00,s482-116,Senate,s,482,116,2019-02-13
BP AMERICA,f774b270-c18c-4870-9131-2989049e203c,"BP AMERICA, INC",2019,1390000.00,s482-116,Senate,s,482,116,2019-02-13
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,s4681-116,Senate,s,4681,116,2020-09-24
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,s4681-116,Senate,s,4681,116,2020-09-24
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,s4681-116,Senate,s,4681,116,2020-09-24
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s1830-116,Senate,s,1830,116,2019-06-13
EXXON MOBIL CORPORATION,86cb5d91-625d-4bc2-b4e8-dc5153da202c,EXXON MOBIL CORP,2020,2670000.00,s1830-116,Senate,s,1830,116,2019-06-13
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s1830-116,Senate,s,1830,116,2019-06-13
EXXON MOBIL CORPORATION,ec5d30e8-c5ed-4be9-bf9d-55927c8ce44e,EXXON MOBIL CORP,2019,2450000.00,s1830-116,Senate,s,1830,116,2019-06-13
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s1102-116,Senate,s,1102,116,2019-04-10
EXXON MOBIL CORPORATION,86cb5d91-625d-4bc2-b4e8-dc5153da202c,EXXON MOBIL CORP,2020,2670000.00,s1102-116,Senate,s,1102,116,2019-04-10
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s1102-116,Senate,s,1102,116,2019-04-10
EXXON MOBIL CORPORATION,ec5d30e8-c5ed-4be9-bf9d-55927c8ce44e,EXXON MOBIL CORP,2019,2450000.00,s1102-116,Senate,s,1102,116,2019-04-10
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,s2297-116,Senate,s,2297,116,2019-07-25
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,s2297-116,Senate,s,2297,116,2019-07-25
BP AMERICA,3f7efd8c-80bb-46e7-9529-7aacad7bc297,"BP AMERICA, INC",2020,1040000.00,s2297-116,Senate,s,2297,116,2019-07-25
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,s2297-116,Senate,s,2297,116,2019-07-25
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,s2297-116,Senate,s,2297,116,2019-07-25
SHELL OIL COMPANY,772ac01b-3530-486b-a179-a3c905a7cd6e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1690000.00,s2297-116,Senate,s,2297,116,2019-07-25
SHELL OIL COMPANY,9ed3039c-2478-4f61-ae73-2e43a1dc071e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1870000.00,s2297-116,Senate,s,2297,116,2019-07-25
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,s2297-116,Senate,s,2297,116,2019-07-25
SHELL OIL COMPANY,c5ebfefc-2586-4fe6-a95c-844d8e968b50,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1630000.00,s2297-116,Senate,s,2297,116,2019-07-25
SHELL OIL COMPANY,d73e0c30-353b-4905-9c50-66d005425bba,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,2160000.00,s2297-116,Senate,s,2297,116,2019-07-25
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,s2297-116,Senate,s,2297,116,2019-07-25
SHELL OIL COMPANY,eb0cda2d-46ef-4c45-bafb-c0ce12dd87e0,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1960000.00,s2297-116,Senate,s,2297,116,2019-07-25
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,hr3684-117,House of Representatives,hr,3684,117,2021-06-04
EXXON MOBIL CORPORATION,7b7e8572-0960-40cc-953b-9aa7e18464c7,EXXON MOBIL CORP,2021,2390000.00,hr3684-117,House of Representatives,hr,3684,117,2021-06-04
SHELL OIL COMPANY,a36f9f5b-659d-4cfa-9785-41bd7c7ab8f2,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1860000.00,hr3684-117,House of Representatives,hr,3684,117,2021-06-04
SHELL OIL COMPANY,a36f9f5b-659d-4cfa-9785-41bd7c7ab8f2,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1860000.00,hr3684-117,House of Representatives,hr,3684,117,2021-06-04
SHELL OIL COMPANY,a36f9f5b-659d-4cfa-9785-41bd7c7ab8f2,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1860000.00,hr3684-117,House of Representatives,hr,3684,117,2021-06-04
BP AMERICA,bd7fce35-0c02-4b9f-8409-91fb3548cc17,"BP AMERICA, INC",2021,1350000.00,hr3684-117,House of Representatives,hr,3684,117,2021-06-04
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,hr848-117,House of Representatives,hr,848,117,2021-02-04
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,hr848-117,House of Representatives,hr,848,117,2021-02-04
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,hr1492-117,House of Representatives,hr,1492,117,2021-03-02
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,hr1492-117,House of Representatives,hr,1492,117,2021-03-02
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,hr4372-117,House of Representatives,hr,4372,117,2021-07-06
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,hr1062-117,House of Representatives,hr,1062,117,2021-02-15
SHELL OIL COMPANY,59e7ff9c-e48d-406c-9309-bdcf5e3308ef,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1740000.00,hr1062-117,House of Representatives,hr,1062,117,2021-02-15
EXXON MOBIL CORPORATION,58620e13-6d1d-4ee4-b2af-3b41e0ffa003,EXXON MOBIL CORP,2021,1170000.00,hr2570-117,House of Representatives,hr,2570,117,2021-04-15
SHELL OIL COMPANY,4de71549-01bf-4169-b2ed-2aa238682744,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2021,1530000.00,hr4350-117,House of Representatives,hr,4350,117,2021-07-02
EXXON MOBIL CORPORATION,0ea6d0b9-138e-43fa-9ed4-5d1c2c859b56,EXXON MOBIL CORP,2021,1660000.00,s2230-117,Senate,s,2230,117,2021-06-24
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,s799-117,Senate,s,799,117,2021-03-17
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,s799-117,Senate,s,799,117,2021-03-17
EXXON MOBIL CORPORATION,0ea6d0b9-138e-43fa-9ed4-5d1c2c859b56,EXXON MOBIL CORP,2021,1660000.00,s985-117,Senate,s,985,117,2021-03-25
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,s985-117,Senate,s,985,117,2021-03-25
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,s985-117,Senate,s,985,117,2021-03-25
BP AMERICA,dedf1c1d-f7d8-47f2-a53f-13aae8564249,"BP AMERICA, INC",2021,1230000.00,s1791-117,Senate,s,1791,117,2021-05-24
BP AMERICA,e8d52680-eeb1-4b4c-aaf1-6cad2a101b6a,"BP AMERICA, INC",2021,1230000.00,s1791-117,Senate,s,1791,117,2021-05-24
SHELL OIL COMPANY,e634630c-3c17-4aeb-bf8b-e4c06a819362,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1740000.00,s3068-114,Senate,s,3068,114,2016-06-16
BP AMERICA,757ea130-1f36-470e-9a1e-c2824029005f,"BP AMERICA, INC",2018,1630000.00,hr3127-115,House of Representatives,hr,3127,115,2017-06-29
BP AMERICA,b59f73a2-e2fe-42bc-a993-2076207a76cc,"BP AMERICA, INC",2018,1560000.00,hr3127-115,House of Representatives,hr,3127,115,2017-06-29
PHILLIPS 66,dd3bd094-8f19-403c-954a-1b47776cd3ed,PHILLIPS 66,2019,1010000.00,hr5175-115,House of Representatives,hr,5175,115,2018-03-06
SHELL OIL COMPANY,09fb1cba-fd2f-4442-bb58-a7d150007059,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,1600000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,461fbdfd-2f58-4916-a44e-f1417a3c0f7a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1670000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,4de7d12f-0a38-47cc-8e14-c5cabd1978ff,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,3110000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,b533551f-73ab-4b30-9dfe-75be4a16ca4e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,1940000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,b54e63d1-a361-4ad6-a162-0eaa475fdd44,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,2000000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,e39b999a-2529-445d-96fb-0fe69dae42a3,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1910000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,e634630c-3c17-4aeb-bf8b-e4c06a819362,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1740000.00,hr1315-115,House of Representatives,hr,1315,115,2017-03-02
SHELL OIL COMPANY,09fb1cba-fd2f-4442-bb58-a7d150007059,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,1600000.00,hr2746-115,House of Representatives,hr,2746,115,2017-05-25
SHELL OIL COMPANY,4de7d12f-0a38-47cc-8e14-c5cabd1978ff,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,3110000.00,hr2746-115,House of Representatives,hr,2746,115,2017-05-25
BP AMERICA,c80958b8-cfb7-4c7c-abbd-d3ff0c022daf,"BP AMERICA, INC",2019,1470000.00,hr1813-115,House of Representatives,hr,1813,115,2017-03-30
SHELL OIL COMPANY,09fb1cba-fd2f-4442-bb58-a7d150007059,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,1600000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,461fbdfd-2f58-4916-a44e-f1417a3c0f7a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1670000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,4de7d12f-0a38-47cc-8e14-c5cabd1978ff,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,3110000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,b533551f-73ab-4b30-9dfe-75be4a16ca4e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,1940000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,b54e63d1-a361-4ad6-a162-0eaa475fdd44,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,2000000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,e39b999a-2529-445d-96fb-0fe69dae42a3,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1910000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,e634630c-3c17-4aeb-bf8b-e4c06a819362,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1740000.00,hr1311-115,House of Representatives,hr,1311,115,2017-03-02
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,hr674-115,House of Representatives,hr,674,115,2017-01-24
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,hr674-115,House of Representatives,hr,674,115,2017-01-24
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,hr2712-115,House of Representatives,hr,2712,115,2017-05-25
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,hr2712-115,House of Representatives,hr,2712,115,2017-05-25
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,hr2712-115,House of Representatives,hr,2712,115,2017-05-25
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,hr2712-115,House of Representatives,hr,2712,115,2017-05-25
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,hr2712-115,House of Representatives,hr,2712,115,2017-05-25
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,s1844-115,Senate,s,1844,115,2017-09-19
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s1844-115,Senate,s,1844,115,2017-09-19
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s1844-115,Senate,s,1844,115,2017-09-19
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s1844-115,Senate,s,1844,115,2017-09-19
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s2976-115,Senate,s,2976,115,2018-05-24
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s2976-115,Senate,s,2976,115,2018-05-24
BP AMERICA,cbf13c44-6c5b-4771-abd7-e09c94e73651,"BP AMERICA, INC",2017,1720000.00,s1276-115,Senate,s,1276,115,2017-05-25
SHELL OIL COMPANY,e634630c-3c17-4aeb-bf8b-e4c06a819362,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1740000.00,s1276-115,Senate,s,1276,115,2017-05-25
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s3382-115,Senate,s,3382,115,2018-08-23
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s3382-115,Senate,s,3382,115,2018-08-23
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,s2012-115,Senate,s,2012,115,2017-10-25
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,s2012-115,Senate,s,2012,115,2017-10-25
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s3459-115,Senate,s,3459,115,2018-09-18
CONOCOPHILLIPS,270670b4-f7e7-4d05-bf6b-955f81f1753a,CONOCOPHILLIPS,2018,1150000.00,s1216-115,Senate,s,1216,115,2017-05-24
SHELL OIL COMPANY,b54e63d1-a361-4ad6-a162-0eaa475fdd44,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2018,2000000.00,s2292-115,Senate,s,2292,115,2018-01-10
SHELL OIL COMPANY,e39b999a-2529-445d-96fb-0fe69dae42a3,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,1910000.00,s2292-115,Senate,s,2292,115,2018-01-10
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s21-115,Senate,s,21,115,2017-01-04
EXXON MOBIL CORPORATION,7a817d6d-4d5c-4393-93d8-1ef230ca0688,EXXON MOBIL CORP,2017,2630000.00,s21-115,Senate,s,21,115,2017-01-04
EXXON MOBIL CORPORATION,b3dcd4d5-fe95-4135-b5c6-4970408e6b41,EXXON MOBIL CORP,2017,2690000.00,s21-115,Senate,s,21,115,2017-01-04
SHELL OIL COMPANY,d4b3d909-2c00-46ae-bd7c-42c74df2a39a,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2340000.00,s21-115,Senate,s,21,115,2017-01-04
SHELL OIL COMPANY,e253704d-ccc0-4961-b353-972819b15c87,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2017,2550000.00,s21-115,Senate,s,21,115,2017-01-04
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s1717-115,Senate,s,1717,115,2017-08-02
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s1717-115,Senate,s,1717,115,2017-08-02
BP AMERICA,1a9f7197-a355-4e99-8dc7-f59d6c120d8a,"BP AMERICA, INC",2018,1260000.00,s2313-115,Senate,s,2313,115,2018-01-16
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,s2313-115,Senate,s,2313,115,2018-01-16
BP AMERICA,649a48b8-f7e7-4c43-88a5-ae924f0f873f,"BP AMERICA, INC",2018,1220000.00,s2313-115,Senate,s,2313,115,2018-01-16
BP AMERICA,757ea130-1f36-470e-9a1e-c2824029005f,"BP AMERICA, INC",2018,1630000.00,s2313-115,Senate,s,2313,115,2018-01-16
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s2313-115,Senate,s,2313,115,2018-01-16
BP AMERICA,b59f73a2-e2fe-42bc-a993-2076207a76cc,"BP AMERICA, INC",2018,1560000.00,s2313-115,Senate,s,2313,115,2018-01-16
BP AMERICA,c683ca45-0d2a-493c-a44c-2c6c4fcf5e11,"BP AMERICA, INC",2018,1120000.00,s2313-115,Senate,s,2313,115,2018-01-16
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s2313-115,Senate,s,2313,115,2018-01-16
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s2313-115,Senate,s,2313,115,2018-01-16
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s2313-115,Senate,s,2313,115,2018-01-16
EXXON MOBIL CORPORATION,68b1ca6b-eea5-4030-afb0-3c0294f5bae9,EXXON MOBIL CORP,2017,2630000.00,s534-115,Senate,s,534,115,2017-03-06
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s140-115,Senate,s,140,115,2017-01-12
EXXON MOBIL CORPORATION,252a6bb2-da00-4580-b5c9-272f3d4f52fa,EXXON MOBIL CORP,2018,3140000.00,s1535-115,Senate,s,1535,115,2017-07-12
EXXON MOBIL CORPORATION,98c658d2-70d9-4f11-9f4c-401e0670ca8a,EXXON MOBIL CORP,2018,2730000.00,s1535-115,Senate,s,1535,115,2017-07-12
EXXON MOBIL CORPORATION,d5b84bf1-f96a-4899-a81e-f14c164f1a7d,EXXON MOBIL CORP,2018,2190000.00,s1535-115,Senate,s,1535,115,2017-07-12
EXXON MOBIL CORPORATION,ef18e72d-faa5-43d3-a470-d3f73f11bc7b,EXXON MOBIL CORP,2018,3090000.00,s1535-115,Senate,s,1535,115,2017-07-12
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,hr3256-116,House of Representatives,hr,3256,116,2019-06-13
EXXON MOBIL CORPORATION,d84fee80-4fd6-476f-a362-2b455ce45a0a,EXXON MOBIL CORP,2019,1940000.00,hr3256-116,House of Representatives,hr,3256,116,2019-06-13
EXXON MOBIL CORPORATION,ec5d30e8-c5ed-4be9-bf9d-55927c8ce44e,EXXON MOBIL CORP,2019,2450000.00,hr3256-116,House of Representatives,hr,3256,116,2019-06-13
PHILLIPS 66,f3fe5c00-a326-4679-ad53-e7bc2b25a3b4,PHILLIPS 66,2020,1380000.00,hr3256-116,House of Representatives,hr,3256,116,2019-06-13
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,hr5115-116,House of Representatives,hr,5115,116,2019-11-15
EXXON MOBIL CORPORATION,38bc853f-544d-48f4-b699-a2c082f80db5,EXXON MOBIL CORP,2020,1760000.00,hr5115-116,House of Representatives,hr,5115,116,2019-11-15
EXXON MOBIL CORPORATION,5e160087-52fc-4092-a56b-660f454f4e41,EXXON MOBIL CORP,2020,2120000.00,hr5115-116,House of Representatives,hr,5115,116,2019-11-15
EXXON MOBIL CORPORATION,c4494ec2-8cd2-4bab-8fe3-0fce17d6a500,EXXON MOBIL CORP,2020,1760000.00,hr5115-116,House of Representatives,hr,5115,116,2019-11-15
EXXON MOBIL CORPORATION,1bbe18fa-5c03-4560-8277-29bf625f4a49,EXXON MOBIL CORP,2020,2140000.00,hr6395-116,House of Representatives,hr,6395,116,2020-03-26
SHELL OIL COMPANY,772ac01b-3530-486b-a179-a3c905a7cd6e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1690000.00,hr6395-116,House of Representatives,hr,6395,116,2020-03-26
SHELL OIL COMPANY,772ac01b-3530-486b-a179-a3c905a7cd6e,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1690000.00,hr6395-116,House of Representatives,hr,6395,116,2020-03-26
SHELL OIL COMPANY,c5ebfefc-2586-4fe6-a95c-844d8e968b50,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1630000.00,hr6395-116,House of Representatives,hr,6395,116,2020-03-26
SHELL OIL COMPANY,c5ebfefc-2586-4fe6-a95c-844d8e968b50,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1630000.00,hr6395-116,House of Representatives,hr,6395,116,2020-03-26
SHELL OIL COMPANY,eb0cda2d-46ef-4c45-bafb-c0ce12dd87e0,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1960000.00,hr6395-116,House of Representatives,hr,6395,116,2020-03-26
SHELL OIL COMPANY,eb0cda2d-46ef-4c45-bafb-c0ce12dd87e0,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2020,1960000.00,hr6395-116,House of Representatives,hr,6395,116,2020-03-26
PHILLIPS 66,dd3bd094-8f19-403c-954a-1b47776cd3ed,PHILLIPS 66,2019,1010000.00,hr940-116,House of Representatives,hr,940,116,2019-01-31
EXXON MOBIL CORPORATION,692d32b8-02b6-46de-9c45-2d021b0adaa6,EXXON MOBIL CORP,2019,2650000.00,hr2500-116,House of Representatives,hr,2500,116,2019-05-02
BP AMERICA,b51b5105-6753-4025-b22a-4643f2b94226,"BP AMERICA, INC",2019,1230000.00,hr2500-116,House of Representatives,hr,2500,116,2019-05-02
BP AMERICA,b51b5105-6753-4025-b22a-4643f2b94226,"BP AMERICA, INC",2019,1230000.00,hr2500-116,House of Representatives,hr,2500,116,2019-05-02
SHELL OIL COMPANY,d73e0c30-353b-4905-9c50-66d005425bba,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,2160000.00,hr2500-116,House of Representatives,hr,2500,116,2019-05-02
SHELL OIL COMPANY,ea879947-034a-438d-b6f1-9d8aaa027450,"SHELL USA, INC. (FKA SHELL OIL COMPANY)",2019,1680000.00,hr2500-116,House of Representatives,hr,2500,116,2019-05-02
EXXON MOBIL CORPORATION,ec5d30e8-c5ed-4be9-bf9d-55927c8ce44e,EXXON MOBIL CORP,2019,2450000.00,hr2500-116,House of Representatives,hr,2500,116,2019-05-02
BP AMERICA,f507946c-c953-4afd-92e3-40468e9fd6b9,"BP AMERICA, INC",2019,1260000.00,hr2500-116,House of Representatives,hr,2500,116,2019-05-02
